mileage_km,engine_temp_c,rpm,vibration_level,oil_quality_pct,brake_pad_mm,battery_voltage,coolant_level_pct,vehicle_age_years,failure_risk
92939.0,94.5,2402.0,0.088,84.3,8.36,12.81,90.6,5.2,0
93808.0,69.8,903.0,0.0396,76.0,6.46,12.16,67.1,7.1,0
100811.0,83.7,3231.0,0.0174,63.5,4.73,12.32,71.5,7.1,0
43223.0,75.0,679.0,0.0091,93.6,9.45,12.69,80.1,2.0,0
39209.0,79.1,1114.0,0.0595,84.1,9.11,14.3,82.0,2.7,0
122182.0,96.2,2148.0,0.0624,80.7,4.96,12.33,61.7,7.3,0
166055.0,99.1,2407.0,0.1511,74.2,3.49,11.94,90.4,10.9,0
10344.0,99.6,2002.0,0.076,100.0,11.33,12.49,77.8,0.8,0
119195.0,92.9,1821.0,0.0244,80.0,5.86,12.0,78.1,7.3,0
48774.0,96.3,2142.0,0.0068,79.2,11.96,13.49,76.7,3.8,0
55251.0,70.9,2569.0,0.0609,79.4,8.82,12.71,87.1,4.4,0
3110.0,74.5,1397.0,0.0262,89.0,12.0,12.78,100.0,0.4,0
58998.0,87.5,1420.0,0.0879,90.3,10.08,13.54,62.0,4.3,0
36674.0,97.2,1594.0,0.0685,80.7,10.46,12.81,74.2,1.3,0
5073.0,84.6,3124.0,0.0264,89.2,11.83,12.11,100.0,1.4,0
130371.0,73.7,2461.0,0.0257,67.1,4.85,12.83,89.5,8.6,0
67677.0,81.7,2601.0,0.0259,81.5,7.7,13.02,70.2,3.8,0
75322.0,78.8,3314.0,0.0395,82.3,7.61,12.39,100.0,5.1,0
129640.0,69.3,2751.0,0.1072,74.2,6.18,12.02,75.6,9.2,0
95011.0,116.7,2310.0,0.0202,54.5,6.85,13.47,82.4,6.7,0
17375.0,104.8,3291.0,0.0127,94.4,11.42,12.25,91.0,0.3,0
110378.0,66.3,1520.0,0.0368,76.5,6.95,12.14,90.6,8.0,0
13130.0,66.9,2014.0,0.0403,100.0,11.31,12.52,62.0,0.8,0
89936.0,80.3,3009.0,0.0253,93.0,7.18,12.41,99.3,6.4,0
189390.0,72.1,664.0,0.0163,51.7,2.84,11.87,100.0,12.0,1
90492.0,118.6,1642.0,0.0571,78.1,5.81,11.89,74.3,6.9,0
44680.0,80.4,2753.0,0.1048,92.7,9.32,13.56,56.2,3.1,0
185100.0,94.3,2275.0,0.0281,62.1,0.82,12.01,95.1,13.3,1
67456.0,83.9,2560.0,0.041,85.6,8.17,11.87,98.5,3.3,0
25517.0,76.0,859.0,0.0273,89.7,12.0,11.86,82.0,0.6,1
34318.0,102.6,1611.0,0.1061,86.7,9.69,12.67,100.0,2.1,0
33361.0,97.9,2654.0,0.0329,89.8,10.48,11.72,85.7,3.4,0
213846.0,89.3,1569.0,0.0956,36.4,1.77,11.62,100.0,15.8,0
89411.0,118.6,2777.0,0.0305,75.8,8.0,12.25,100.0,5.2,0
91688.0,92.8,2401.0,0.0158,74.2,7.41,13.64,70.1,6.2,0
81208.0,84.5,1380.0,0.0215,71.3,8.16,12.17,82.7,5.5,0
71224.0,113.0,2442.0,0.0859,72.2,8.82,13.5,92.6,5.3,0
39642.0,94.8,2724.0,0.0492,85.7,9.9,12.39,100.0,3.4,0
20350.0,109.5,2453.0,0.024,85.8,10.36,11.34,64.7,0.5,0
76091.0,89.5,2576.0,0.0185,78.5,8.9,13.75,60.7,5.1,0
181433.0,60.0,990.0,0.0253,54.5,3.19,12.07,78.5,10.5,0
73279.0,71.3,3779.0,0.0363,84.3,8.57,11.72,75.2,5.5,0
138674.0,103.0,4175.0,0.0551,55.6,5.25,11.58,94.7,9.0,0
9978.0,82.9,3200.0,0.0359,100.0,11.7,12.44,93.0,0.2,0
73558.0,93.0,2281.0,0.0488,78.3,7.28,12.53,80.2,5.2,0
37565.0,103.6,1917.0,0.0551,88.7,8.88,12.34,65.6,2.2,0
24304.0,92.2,1931.0,0.067,96.5,10.48,12.71,59.7,2.6,0
156421.0,79.7,2749.0,0.023,72.5,4.65,11.41,79.0,9.7,0
41748.0,89.9,2948.0,0.0545,94.6,9.12,12.71,88.8,4.6,0
89276.0,91.3,1745.0,0.1146,69.0,7.39,11.47,77.4,6.6,0
53833.0,85.1,2185.0,0.032,80.4,9.75,12.93,77.6,4.6,0
17316.0,73.4,3080.0,0.0687,90.2,12.0,12.29,88.1,0.3,0
98233.0,85.7,2128.0,0.0057,75.3,5.95,12.74,83.8,8.0,0
44223.0,88.9,2278.0,0.118,97.6,10.94,13.07,81.9,2.0,0
108707.0,72.7,3164.0,0.0248,85.2,7.0,13.31,100.0,7.1,0
28021.0,79.0,3051.0,0.0426,94.5,12.0,12.74,100.0,2.9,0
38153.0,81.4,2763.0,0.0554,77.6,8.89,11.67,100.0,2.9,0
86914.0,67.7,1452.0,0.0282,77.3,8.35,12.71,88.0,4.8,0
30077.0,91.5,1460.0,0.0277,98.1,10.69,12.35,76.2,2.9,0
97091.0,92.8,1685.0,0.0563,79.4,6.05,12.54,94.2,6.7,0
7805.0,83.5,1835.0,0.0164,100.0,11.93,12.51,87.7,0.2,0
20634.0,73.6,2351.0,0.0883,99.0,8.52,12.09,100.0,0.2,0
62041.0,94.9,2135.0,0.0299,84.4,9.73,13.1,100.0,4.5,0
91813.0,96.6,2087.0,0.0446,73.2,6.66,13.02,73.7,6.0,0
64210.0,91.2,2019.0,0.0563,78.8,9.88,12.33,91.2,4.4,0
84351.0,90.5,1586.0,0.118,77.9,9.61,12.8,97.7,4.4,0
42086.0,97.1,1877.0,0.0106,86.9,10.88,12.74,58.5,2.5,0
7038.0,88.9,3903.0,0.0244,87.1,12.0,12.34,53.7,0.9,0
46528.0,79.0,2689.0,0.0345,80.6,8.58,11.88,100.0,4.6,0
47392.0,89.2,2214.0,0.0405,100.0,9.8,13.24,84.7,3.0,0
130891.0,85.3,1150.0,0.1333,74.7,4.98,13.38,100.0,9.9,0
95728.0,89.2,1507.0,0.0301,85.6,6.93,13.15,81.7,7.0,0
22377.0,100.6,2170.0,0.0809,89.8,12.0,12.37,81.6,1.7,0
4862.0,75.6,3152.0,0.1729,100.0,12.0,11.94,94.8,0.2,0
53574.0,92.1,2360.0,0.0477,73.6,9.8,12.43,100.0,2.8,0
37350.0,75.0,2351.0,0.0549,86.1,10.09,12.3,84.1,3.0,0
172467.0,79.0,2977.0,0.0573,56.0,4.61,12.82,96.1,11.1,0
133644.0,108.9,1520.0,0.0235,77.4,5.72,12.17,45.7,8.4,1
17301.0,95.5,3184.0,0.0197,98.4,9.37,12.07,80.4,1.0,0
93711.0,91.9,1932.0,0.0101,77.6,6.74,13.27,91.8,6.1,0
83543.0,70.1,3011.0,0.0623,76.7,9.25,12.92,36.5,6.3,1
81276.0,87.2,3369.0,0.034,61.5,8.05,12.62,80.6,5.0,0
285259.0,65.1,1565.0,0.0327,29.9,0.5,11.84,100.0,19.7,1
54958.0,90.4,2200.0,0.017,80.9,10.53,12.83,82.9,4.0,0
101848.0,75.0,2752.0,0.0322,82.2,6.6,13.14,78.6,5.5,0
111902.0,96.7,1999.0,0.1203,59.4,6.12,11.63,57.7,7.7,0
76398.0,91.9,2019.0,0.0245,75.7,8.47,11.84,91.2,3.0,0
170936.0,75.4,1921.0,0.0029,54.6,3.3,11.45,82.7,10.7,0
68466.0,94.6,898.0,0.0128,90.3,9.13,12.22,69.1,4.9,0
107870.0,115.1,2940.0,0.05,68.6,5.36,12.26,72.3,7.2,0
33252.0,87.6,1493.0,0.0216,88.1,11.06,13.84,79.6,0.8,0
20484.0,100.6,600.0,0.0697,91.4,10.46,11.87,66.5,0.5,0
86461.0,64.8,2933.0,0.0734,74.0,8.51,12.55,80.2,3.7,0
57104.0,95.6,2539.0,0.0044,91.7,9.6,12.58,59.3,2.7,0
59647.0,83.2,1277.0,0.0833,88.9,11.31,12.6,100.0,4.4,0
45609.0,86.8,2960.0,0.0973,72.6,8.38,12.49,100.0,2.6,0
106235.0,97.1,2666.0,0.0031,83.5,6.25,12.32,66.3,7.2,0
67547.0,87.1,2200.0,0.011,80.7,8.32,13.83,98.4,4.5,0
231262.0,70.6,1955.0,0.0059,55.5,0.5,11.61,74.9,15.4,0
65900.0,108.3,2114.0,0.0799,88.3,9.29,11.63,97.3,5.2,0
79090.0,72.6,2345.0,0.0224,76.8,7.19,12.17,85.3,5.1,0
115484.0,79.9,1648.0,0.0376,72.8,6.91,12.7,68.2,8.4,0
86039.0,91.5,2983.0,0.1132,84.8,7.85,13.48,100.0,3.8,0
21362.0,91.6,2589.0,0.0137,84.2,10.9,13.16,98.0,2.3,0
50804.0,95.1,2105.0,0.1129,88.5,9.21,12.6,88.7,2.4,0
31306.0,91.6,3420.0,0.0405,89.3,10.07,12.36,88.6,1.2,0
82887.0,103.8,1989.0,0.046,88.9,7.33,12.71,61.6,5.0,0
72302.0,95.9,3284.0,0.1126,87.6,8.7,11.83,72.2,5.7,0
110587.0,75.8,2405.0,0.0137,62.1,4.1,11.72,77.6,6.7,1
121111.0,60.0,2730.0,0.0228,68.7,6.0,12.69,80.1,7.5,0
31268.0,91.8,1943.0,0.0474,99.1,10.78,12.11,92.6,1.3,0
119453.0,107.6,891.0,0.1316,56.4,5.14,12.0,74.8,8.2,1
132247.0,75.0,2536.0,0.0542,60.1,5.48,13.56,78.4,9.4,0
25733.0,77.4,1368.0,0.0236,100.0,11.18,13.8,58.9,3.1,0
79183.0,94.3,1771.0,0.0455,63.8,8.48,12.45,78.8,7.2,0
149022.0,95.8,2253.0,0.0073,56.8,4.93,11.81,100.0,10.5,0
50163.0,103.5,1751.0,0.0166,71.1,9.78,13.62,60.8,3.6,0
59918.0,109.7,2178.0,0.0035,82.3,8.39,12.38,76.5,3.0,0
78817.0,92.8,2340.0,0.0459,79.9,7.01,13.15,93.8,6.8,0
66621.0,78.9,1168.0,0.0286,73.5,7.71,12.5,80.0,4.6,0
69888.0,79.2,2392.0,0.0589,86.6,9.72,13.25,66.9,4.4,0
94404.0,83.5,1765.0,0.0499,82.2,6.78,12.1,80.4,6.6,0
97052.0,102.4,1452.0,0.007,68.9,6.46,12.33,98.5,6.0,0
58327.0,84.0,799.0,0.0255,82.2,9.91,12.47,83.2,2.0,0
182526.0,101.5,1112.0,0.1498,53.0,2.06,12.07,87.2,12.6,0
31175.0,71.7,2217.0,0.0315,97.3,11.36,11.47,74.6,3.2,0
108281.0,93.4,2230.0,0.0117,58.2,8.53,12.4,69.4,7.7,0
5190.0,81.0,2563.0,0.0086,93.4,10.65,12.7,91.5,0.3,0
63083.0,96.3,3401.0,0.0556,80.8,9.69,12.22,92.0,4.2,0
3913.0,86.9,3149.0,0.0243,100.0,12.0,11.81,68.6,0.4,0
66348.0,99.6,2897.0,0.052,77.1,8.04,12.88,99.9,4.5,0
85235.0,84.8,3031.0,0.0074,85.2,9.71,11.56,100.0,5.6,0
46626.0,89.7,2327.0,0.029,93.0,9.02,13.37,87.3,3.1,0
61665.0,99.7,2314.0,0.0365,82.8,9.79,11.62,99.2,5.4,0
102119.0,88.8,3276.0,0.0717,86.7,6.53,11.72,75.7,7.2,0
500.0,90.7,2351.0,0.0512,100.0,11.26,13.19,78.6,0.2,0
40369.0,99.1,2366.0,0.0233,80.9,11.12,12.53,80.6,3.2,0
152049.0,89.1,3016.0,0.0478,65.5,3.1,12.4,85.6,10.7,0
20861.0,71.0,2006.0,0.0569,98.6,10.48,12.15,96.8,2.1,0
34527.0,83.1,2106.0,0.0089,100.0,9.44,13.39,78.0,1.7,0
7527.0,66.9,1247.0,0.0378,86.1,10.08,13.44,69.6,0.2,0
40682.0,87.0,1876.0,0.0294,98.8,10.72,13.35,77.4,2.1,0
55994.0,95.7,1969.0,0.087,86.8,8.2,12.49,88.4,4.3,0
278417.0,91.5,2009.0,0.0342,31.3,0.5,12.76,71.2,19.1,1
81342.0,106.7,2767.0,0.0477,76.6,8.25,11.97,81.7,4.4,0
42325.0,105.4,1494.0,0.0163,97.1,9.38,12.92,69.0,3.1,1
13386.0,93.1,3242.0,0.0107,100.0,12.0,12.53,96.6,2.0,0
34776.0,61.3,758.0,0.0747,87.6,10.96,12.6,76.2,2.1,0
28929.0,98.1,2619.0,0.0846,89.9,9.03,12.89,61.5,2.2,0
5907.0,80.7,2772.0,0.0425,76.9,11.62,12.83,94.4,1.0,0
20208.0,100.6,2684.0,0.0226,100.0,10.94,12.96,83.6,0.3,0
43506.0,93.8,2967.0,0.0554,88.7,9.97,11.78,76.9,3.0,0
48959.0,97.9,2052.0,0.0393,89.8,8.11,12.26,63.7,4.3,0
100832.0,96.0,3077.0,0.102,69.9,5.85,12.43,69.2,6.2,0
156736.0,118.7,1716.0,0.0254,57.7,4.46,11.86,76.6,11.1,0
48075.0,96.3,1775.0,0.0037,75.1,8.59,12.29,60.1,3.2,0
110844.0,74.6,3648.0,0.0296,72.1,6.96,11.44,82.0,6.8,0
42380.0,102.9,2324.0,0.0134,88.2,10.25,12.12,71.6,2.7,0
26681.0,84.8,2866.0,0.049,96.1,10.03,11.7,86.8,1.4,0
97290.0,106.1,2547.0,0.0999,91.2,7.07,13.53,80.3,5.8,0
41784.0,108.5,2706.0,0.0126,92.9,8.9,12.66,84.7,2.6,0
30025.0,97.5,796.0,0.0018,100.0,10.07,13.11,43.9,2.1,0
25490.0,74.7,2463.0,0.0058,98.2,12.0,13.07,79.1,1.6,0
11590.0,84.5,2211.0,0.0181,100.0,11.86,12.22,93.8,0.6,0
61529.0,106.1,2881.0,0.023,89.2,10.02,11.75,86.1,4.3,0
36225.0,114.0,1643.0,0.0731,93.7,9.84,11.94,85.3,2.8,0
113793.0,90.7,3035.0,0.0411,84.5,5.44,12.19,96.0,6.7,0
184576.0,86.7,1356.0,0.0243,62.0,3.87,12.5,89.2,12.1,0
25344.0,75.8,1884.0,0.03,99.0,10.56,12.7,85.3,0.2,0
16156.0,76.0,1095.0,0.0329,96.4,10.61,12.5,59.6,0.9,0
159900.0,92.8,1444.0,0.022,50.4,4.74,11.94,99.6,10.8,0
66408.0,98.4,2205.0,0.0164,91.0,9.1,12.67,90.2,4.9,0
64584.0,72.2,3158.0,0.0224,80.3,7.11,12.7,62.3,4.4,0
76091.0,100.0,2224.0,0.017,88.5,8.84,11.54,86.3,5.5,0
127817.0,106.5,1301.0,0.079,66.4,5.52,13.22,100.0,8.6,1
127212.0,97.6,722.0,0.0837,70.0,5.58,12.6,82.7,7.9,0
94043.0,109.8,2672.0,0.0442,77.4,7.23,12.12,82.6,5.4,0
20735.0,94.3,1740.0,0.0082,83.8,9.9,12.44,89.7,1.2,0
9017.0,94.4,1833.0,0.0219,100.0,10.75,11.4,80.5,0.2,0
20921.0,94.2,2954.0,0.0257,93.6,10.77,12.59,74.0,1.3,0
12610.0,106.3,2106.0,0.0699,96.1,12.0,12.2,85.8,0.4,0
102135.0,96.5,1991.0,0.0244,89.2,7.37,12.88,85.8,7.1,0
34103.0,83.6,2313.0,0.0327,85.9,9.48,11.81,88.6,2.3,0
92612.0,95.1,3237.0,0.0654,70.8,7.18,12.19,66.2,6.5,0
59139.0,95.2,2378.0,0.0191,82.8,8.4,11.9,80.4,4.3,0
33663.0,87.5,688.0,0.0248,100.0,10.5,10.86,87.8,2.1,0
25803.0,102.3,1627.0,0.0124,87.9,10.09,13.51,89.7,1.6,0
31599.0,91.1,2001.0,0.0221,100.0,10.58,12.64,85.7,2.5,0
16399.0,98.5,2804.0,0.0308,100.0,12.0,12.49,79.7,3.1,0
187981.0,96.1,1330.0,0.0318,67.8,2.55,11.14,97.5,11.7,0
54051.0,81.3,2304.0,0.0355,76.1,7.06,12.14,62.1,3.6,0
59208.0,78.2,2143.0,0.0048,76.1,9.23,12.6,83.9,3.0,0
57976.0,81.4,2912.0,0.0114,88.4,8.45,12.71,80.9,3.8,0
100310.0,89.0,1502.0,0.0452,73.4,5.79,12.65,100.0,6.1,0
29027.0,109.1,2317.0,0.041,90.9,10.22,12.66,97.1,1.8,1
132376.0,89.4,3273.0,0.0412,63.3,6.04,11.73,56.0,8.9,0
45228.0,94.5,2829.0,0.0115,87.0,10.94,13.38,74.3,2.6,0
43757.0,100.5,2619.0,0.0252,94.0,9.26,13.01,90.8,1.5,0
146706.0,85.7,1983.0,0.0495,60.2,4.77,12.02,85.3,10.9,0
28616.0,85.0,2306.0,0.0353,89.9,10.05,12.21,81.6,2.6,0
79497.0,102.6,2121.0,0.0053,93.5,6.92,11.75,94.4,5.2,0
57616.0,96.8,2800.0,0.052,79.9,8.61,12.23,63.5,3.1,0
33481.0,83.2,2569.0,0.0105,80.7,10.48,12.82,84.2,2.3,0
89051.0,85.1,1761.0,0.0207,86.6,7.3,13.24,73.1,6.2,0
19272.0,91.0,3422.0,0.0251,82.6,11.79,12.5,80.7,1.9,0
33226.0,94.0,3043.0,0.046,88.0,10.73,13.4,100.0,2.9,0
63008.0,104.9,1593.0,0.0626,74.0,8.74,13.31,96.8,5.0,0
169591.0,96.4,1959.0,0.0136,54.5,2.0,11.76,59.1,9.9,0
159197.0,78.2,2089.0,0.0296,55.4,4.03,12.15,97.5,10.4,0
80392.0,80.6,2771.0,0.0726,91.0,8.28,12.53,65.4,6.2,0
46086.0,93.7,1634.0,0.0936,98.7,8.88,13.07,79.8,2.3,0
6714.0,91.7,1732.0,0.1213,86.4,11.68,12.27,96.2,1.4,0
111669.0,79.9,2815.0,0.0476,67.5,6.28,12.88,100.0,8.9,0
123113.0,102.6,2591.0,0.0076,56.8,7.19,11.85,88.6,9.2,0
79562.0,63.0,836.0,0.0722,80.9,9.14,12.21,58.1,5.8,0
47801.0,94.0,2660.0,0.0236,88.1,8.54,12.45,83.7,2.8,0
104781.0,71.4,1168.0,0.0336,60.6,7.17,11.0,69.8,7.2,1
56340.0,100.6,1756.0,0.0185,100.0,9.22,12.52,53.2,2.7,0
51167.0,86.8,1945.0,0.0419,82.1,10.31,12.47,70.5,2.8,0
12615.0,99.0,1872.0,0.0123,86.6,11.3,12.54,82.6,0.3,0
100897.0,85.3,1745.0,0.0421,73.3,3.91,12.98,100.0,6.8,0
64805.0,105.9,1474.0,0.018,95.3,8.11,12.15,100.0,4.0,0
158635.0,67.6,2559.0,0.0467,51.5,3.9,12.27,92.7,10.8,0
35556.0,100.6,1071.0,0.0028,100.0,9.69,11.79,73.9,3.1,0
26930.0,82.7,1828.0,0.1742,94.4,10.0,12.01,64.5,1.2,0
122257.0,94.5,2754.0,0.0115,58.2,4.77,12.4,85.0,8.3,0
140856.0,95.0,2478.0,0.0218,58.3,5.6,12.75,80.6,9.1,0
59088.0,73.3,1231.0,0.0457,82.8,8.24,14.23,73.8,4.1,0
108086.0,102.0,849.0,0.1084,65.1,6.86,12.96,73.9,7.8,0
45105.0,94.7,1438.0,0.0491,74.5,8.48,12.87,100.0,3.7,0
47120.0,91.4,675.0,0.0436,84.0,8.17,12.53,82.3,3.7,0
79875.0,94.6,2264.0,0.1017,92.8,9.05,13.18,96.0,5.7,0
46626.0,91.5,1878.0,0.0554,90.1,11.26,13.76,89.8,2.0,0
71206.0,100.0,1932.0,0.1003,87.6,10.97,13.02,84.3,3.9,0
63527.0,84.3,2557.0,0.0894,82.4,8.68,12.22,95.2,3.6,0
21458.0,100.0,2812.0,0.0282,96.8,9.98,12.58,86.8,1.7,0
70924.0,96.9,2367.0,0.0341,75.2,6.88,13.0,87.7,3.7,0
22107.0,87.9,2044.0,0.0443,100.0,12.0,12.95,84.0,1.7,0
102129.0,112.2,1708.0,0.0168,82.6,7.05,11.43,68.5,7.0,0
123720.0,95.4,1954.0,0.0144,58.9,6.97,11.94,88.6,6.7,0
51575.0,92.3,2345.0,0.0364,92.4,10.71,11.85,95.7,2.6,0
170338.0,96.9,2848.0,0.0494,52.9,2.54,11.24,95.3,12.2,0
139085.0,88.7,1227.0,0.0389,58.2,4.94,12.21,97.8,9.8,0
71793.0,104.4,1410.0,0.0325,95.6,9.93,12.71,86.7,4.1,0
47369.0,89.7,2196.0,0.0154,81.2,8.81,12.35,90.1,2.3,0
116390.0,99.8,722.0,0.0096,81.7,5.25,12.29,77.6,5.8,0
172479.0,77.2,2400.0,0.045,43.1,3.46,11.14,81.4,12.7,1
76063.0,68.5,2940.0,0.0086,81.9,6.77,11.83,100.0,5.1,0
39327.0,94.8,3851.0,0.0061,77.9,8.25,12.21,72.4,4.1,0
95198.0,85.4,2257.0,0.1778,67.4,5.41,12.3,96.8,6.2,0
58647.0,87.7,2802.0,0.0939,73.8,11.43,13.11,63.0,4.1,0
25766.0,61.9,2215.0,0.0148,93.8,11.48,12.29,84.5,2.4,0
42415.0,110.4,3334.0,0.048,94.0,9.48,13.05,100.0,4.1,0
123298.0,91.3,1904.0,0.045,65.0,4.72,12.55,85.8,8.6,0
53796.0,106.0,2431.0,0.0152,80.6,9.65,12.69,71.0,3.6,0
37884.0,73.3,2623.0,0.0025,81.5,10.98,11.52,84.4,2.5,0
143754.0,91.2,2472.0,0.0288,81.0,5.66,12.23,97.8,8.7,0
120786.0,94.9,1660.0,0.0422,68.9,2.86,12.95,79.9,7.7,0
43842.0,91.6,1238.0,0.0345,78.4,11.44,11.44,65.3,3.0,0
197976.0,92.8,2915.0,0.051,50.5,2.2,12.79,96.2,14.3,0
55857.0,73.3,2376.0,0.0415,100.0,7.76,13.93,83.7,3.4,0
76326.0,93.8,2253.0,0.0523,73.8,5.88,11.42,89.1,5.9,0
62914.0,79.9,2824.0,0.097,80.2,8.7,11.62,81.0,4.1,0
29488.0,82.6,2792.0,0.0339,87.1,11.88,12.86,64.9,3.0,0
52499.0,90.2,2451.0,0.0285,75.4,10.61,12.59,94.6,4.0,0
57924.0,85.8,2645.0,0.0302,86.8,9.77,11.7,91.4,4.3,0
9507.0,86.5,1832.0,0.0858,98.9,11.95,13.31,81.5,1.4,0
73546.0,103.5,2574.0,0.0171,74.7,9.03,12.0,76.2,5.6,0
110504.0,88.1,1101.0,0.0653,85.1,6.87,11.43,79.6,8.2,0
22366.0,85.2,2214.0,0.0372,100.0,10.23,12.3,99.3,3.2,0
97063.0,88.5,2723.0,0.0582,71.8,5.88,13.19,100.0,7.8,0
127688.0,76.7,1697.0,0.0039,73.1,4.86,11.94,80.0,8.9,0
53153.0,92.0,2300.0,0.0259,90.6,9.71,12.72,68.2,3.2,0
195693.0,98.7,2411.0,0.0274,56.2,0.5,11.35,83.1,13.3,1
72235.0,93.8,1577.0,0.001,88.1,7.47,13.36,99.9,3.3,0
9002.0,90.4,2990.0,0.0127,100.0,11.22,11.77,65.8,1.3,0
18555.0,97.2,2424.0,0.0952,99.5,12.0,12.39,95.6,0.4,0
74676.0,83.4,1027.0,0.0154,97.9,7.37,13.41,55.8,5.9,0
93489.0,90.5,2263.0,0.0796,74.0,7.0,11.5,95.4,7.8,0
61933.0,106.8,3218.0,0.1285,83.3,8.28,12.31,79.8,3.0,0
71451.0,86.5,2197.0,0.0149,81.0,8.28,12.09,75.5,4.7,0
63332.0,97.3,1745.0,0.0057,77.0,8.1,12.98,94.0,3.4,0
34929.0,97.6,1819.0,0.001,92.4,9.61,12.18,74.6,0.9,0
63472.0,80.9,2088.0,0.0512,84.0,10.7,12.94,88.7,4.1,0
13798.0,98.3,1351.0,0.1026,100.0,12.0,12.16,98.7,1.4,0
45532.0,82.7,3182.0,0.0137,83.1,8.83,12.39,55.1,3.6,0
88944.0,95.1,2847.0,0.1682,66.2,7.19,13.48,93.7,6.1,0
27915.0,82.5,2954.0,0.0972,100.0,10.46,12.47,82.1,0.5,0
48844.0,93.4,1148.0,0.0409,87.7,8.31,13.43,93.0,3.4,0
66827.0,91.6,2290.0,0.0444,78.4,7.44,12.81,78.0,3.3,0
188107.0,91.3,2955.0,0.1265,67.2,2.25,12.82,95.5,11.4,0
120244.0,93.3,1537.0,0.0169,81.1,7.15,12.47,85.3,7.2,0
13256.0,83.6,2149.0,0.0048,100.0,11.12,11.77,80.3,1.7,0
218593.0,76.0,1430.0,0.0819,37.5,1.2,10.56,84.6,15.0,1
150556.0,91.0,2784.0,0.0122,53.1,4.11,11.59,66.9,10.3,0
70098.0,103.2,2050.0,0.0185,91.1,9.83,12.83,71.8,4.0,0
106690.0,97.0,2135.0,0.0494,80.5,6.46,11.97,94.0,6.8,0
31547.0,95.4,1410.0,0.0665,98.9,8.08,11.5,83.7,1.0,0
58131.0,83.9,3284.0,0.054,83.4,9.76,11.37,91.7,5.0,0
29901.0,92.2,2236.0,0.1308,100.0,10.49,13.81,99.9,3.8,0
92808.0,80.0,2754.0,0.0305,84.2,6.13,12.6,83.0,6.6,0
263220.0,84.9,2469.0,0.0423,44.5,0.5,12.76,96.5,18.1,0
43576.0,94.3,1564.0,0.0142,87.0,9.94,12.2,88.5,2.8,0
53406.0,68.2,1051.0,0.0718,88.5,8.49,13.21,100.0,2.3,0
59679.0,110.8,2066.0,0.1103,82.4,8.56,13.08,75.4,3.3,0
45548.0,74.0,2975.0,0.0058,100.0,10.58,13.65,73.3,2.7,0
89071.0,112.7,821.0,0.0365,73.8,7.02,12.68,85.0,5.6,0
126649.0,79.9,3564.0,0.0397,59.4,6.62,12.94,90.6,8.0,0
37594.0,79.8,2784.0,0.001,91.2,11.46,12.56,92.6,2.5,0
59113.0,85.2,2333.0,0.0342,88.5,9.25,12.21,70.0,3.3,0
97548.0,84.7,2119.0,0.0173,69.8,5.6,13.16,86.9,8.2,0
27566.0,82.7,2801.0,0.0725,80.9,9.52,13.11,81.9,0.7,0
19897.0,85.6,1346.0,0.0105,83.9,11.05,12.81,82.1,2.0,0
36989.0,91.1,2510.0,0.058,96.3,10.36,12.64,88.5,2.3,0
101066.0,79.2,2416.0,0.0512,84.7,7.39,12.12,99.6,7.1,0
26321.0,100.1,3457.0,0.0438,94.2,11.84,12.51,83.7,2.2,0
39157.0,106.9,1944.0,0.0312,92.9,8.87,12.49,87.8,2.7,0
59532.0,66.7,2231.0,0.1258,98.4,7.8,12.46,59.7,3.1,0
67271.0,112.3,2153.0,0.0662,79.1,9.65,12.44,63.7,4.2,0
53486.0,99.3,1838.0,0.0192,91.9,10.49,12.06,79.4,3.7,0
60560.0,93.1,3235.0,0.0432,82.1,9.34,11.92,93.8,4.1,0
15107.0,83.1,1518.0,0.0547,100.0,12.0,13.44,86.9,0.2,0
35734.0,92.0,1138.0,0.052,85.8,9.31,12.62,95.6,3.4,0
106470.0,100.8,2371.0,0.0424,64.9,7.42,12.1,100.0,5.1,0
33347.0,121.3,1693.0,0.0096,93.5,12.0,13.25,63.9,2.0,1
68663.0,116.3,2378.0,0.0874,86.0,8.69,13.73,92.0,3.8,0
63760.0,71.7,2643.0,0.0309,83.6,9.43,12.5,100.0,4.4,0
98969.0,87.5,2302.0,0.0244,63.4,7.85,14.28,99.7,7.4,0
109236.0,90.9,2217.0,0.198,66.7,5.86,11.67,100.0,6.2,0
130637.0,106.1,757.0,0.0751,60.0,5.34,13.01,100.0,10.6,0
158136.0,89.0,2592.0,0.0229,62.1,2.81,10.92,37.2,10.7,0
26630.0,80.9,2337.0,0.0231,88.9,11.38,12.21,77.3,2.1,0
7158.0,90.6,3512.0,0.0867,100.0,11.25,11.78,100.0,0.2,0
43724.0,85.4,2996.0,0.0137,92.3,8.72,11.61,100.0,2.9,0
24847.0,101.8,1163.0,0.0215,100.0,12.0,12.21,55.4,2.4,0
29993.0,118.7,2942.0,0.0541,89.8,12.0,12.5,100.0,2.2,0
86500.0,100.9,1290.0,0.0152,82.9,7.14,11.41,90.1,5.9,0
125413.0,101.4,2784.0,0.0371,69.0,6.77,12.22,82.3,8.3,0
70022.0,104.8,3218.0,0.0398,83.9,9.3,12.86,94.2,3.6,0
34556.0,95.5,3507.0,0.0711,100.0,9.5,13.13,100.0,1.2,0
72638.0,85.2,1923.0,0.0442,95.5,9.12,12.91,68.8,5.8,0
